,Topic,Count,Name
1141,1140,23,1140_marjorie taylor greene_conspiracy theories_theories_conspiracy theories qanon
1142,1141,23,1141_nursing homes_immunization nursing homes_vaccination immunization nursing_immunization nursing
1143,1142,23,1142_york film festival_movies new york_movies toronto international_film festival movies
1144,1143,23,1143_latin america_south america_latin america coronavirus_ecuador coronavirus
1145,1144,23,1144_presidential election tom_election tom steyer_steyer billionaire_tom steyer billionaire
1146,1145,23,1145_david byrne_byrne_rock music movies_byrne american
1147,1146,23,1146_corporate social_corporate social responsibility_social responsibility united_corporations
1148,1147,22,1147_2022 corrections feb_2022 corrections_feb 2022_2022
1149,1148,22,1148_agriculture farming coronavirus_farming coronavirus ncov_farming coronavirus_agriculture
1150,1149,22,1149_admitted revenge porn_revenge porn_kansas candidate_candidate admitted revenge
1151,1150,22,1150_petroleum gasoline ships_ships shipping oil_oil petroleum gasoline_oil petroleum
1152,1151,22,1151_2019 corrections dec_corrections dec_dec_2019 corrections
1153,1152,22,1152_pesticides_toxic substances_pesticides hazardous toxic_pesticides hazardous
1154,1153,22,1153_10 best books_literature two thousand_2021 books literature_books 2020 books
1155,1154,22,1154_education home schooling_education home_home school_parenting home
1156,1155,22,1155_caucuses new hampshire_new hampshire primaries_hampshire primaries_primaries caucuses presidential
1157,1156,22,1156_jury system coronavirus_courts judiciary_supreme court_jury system
1158,1157,22,1157_civilian casualty_civilian casualty files_files civilian casualty_casualty files civilian
1159,1158,22,1158_recruitment military_draft recruitment military_military forces women_draft recruitment
1160,1159,22,1159_gynecologist_gynecology gynecologists_gynecologists_sex crimes doctors
1161,1160,22,1160_sustainable living_building construction_environmental design_environmental design leed
1162,1161,22,1161_drones_drones pilotless planes_drone_pilotless planes privacy
1163,1162,22,1162_horror movies_horror movies stream_five horror movies_movies five horror
1164,1163,22,1163_pipelines_pipelines oil petroleum_colonial pipeline_hackers pipelines
1165,1164,22,1164_insects invasive species_hornets insects invasive_insects hornets insects_insects hornets
1166,1165,22,1165_immunization evangelical movement_vaccination immunization evangelical_christianity vaccination_christianity vaccination immunization
1167,1166,22,1166_farming coronavirus_denmark_denmark kill_government minks animals
1168,1167,22,1167_deaths obituaries architecture_architecture_architect_architecture deaths
1169,1168,22,1168_orthodox church_russian orthodox_orthodox_russian orthodox church
1170,1169,22,1169_gaetz_matt gaetz_matt_matt gaetz said
1171,1170,22,1170_puerto rico_puerto rico governor_rico governor_puerto rico bankruptcy
1172,1171,22,1171_great barrier reef_barrier reef_reefs coral_coral reefs
1173,1172,22,1172_murals_black lives matter_floyd protests_art police brutality
1174,1173,22,1173_movies coronavirus_movies coronavirus ncov_movies tom hanks_ncov epidemics movies
1175,1174,22,1174_italy_immunization records vaccination_vaccination immunization italy_immunization italy
1176,1175,22,1175_nevada caucuses_election nevada_harry reid_2024 harry reid
1177,1176,22,1176_ncov economic conditions_coronavirus ncov economic_ncov economic_china economy
1178,1177,22,1177_migrant labor nonagriculture_coronavirus ncov immigration_workers immigration emigration_emigration coronavirus
1179,1178,22,1178_sustainable living_fashion apparel sustainable_apparel sustainable_apparel sustainable living
1180,1179,22,1179_sex crimes_crimes_sex offenders_convicted rapist
1181,1180,22,1180_million homes california_homes california_million homes_residential million homes
1182,1181,22,1181_zoom_zoombombing_coronavirus ncov zoom_computer security
1183,1182,22,1182_olympic games tokyo_games tokyo olympics_tokyo olympics_tokyo olympics thursday
1184,1183,22,1183_dna_deoxyribonucleic_dna deoxyribonucleic acid_dna deoxyribonucleic
1185,1184,22,1184_immunization pregnancy childbirth_childbirth vaccination immunization_childbirth vaccination_breastfeeding coronavirus
1186,1185,22,1185_baseball olympic games_baseball olympic_olympic games softball_olympic games baseball
1187,1186,22,1186_000 real estate_housing residential get_residential get_get 450 000
1188,1187,22,1187_hugging_hugging vaccination immunization_hugging vaccination_hugging quarantine
1189,1188,22,1188_taxes_income tax_federal taxes us_taxes us
1190,1189,22,1189_indigenous people_indigenous children_indigenous people child_canada indigenous
1191,1190,22,1190_wisconsin election results_internalelectionopen wisconsin election_wisconsin election_election internalelectionopen wisconsin
1192,1191,22,1191_louisiana governor_governor race_elections governors politics_kentucky governor race
1193,1192,22,1192_latin america_america caribbean_vaccines latin_latin america caribbean
1194,1193,22,1193_death toll_coronavirus ncov deaths_000 coronavirus_hospitalizations coronavirus
1195,1194,21,1194_new jersey presidential_new jersey senate_jersey elections_jersey presidential election
1196,1195,21,1195_iowa election results_iowa election_election internalelectionopen iowa_iowa primary election
1197,1196,21,1196_kentucky election results_kentucky election_internalelectionopen kentucky election_election internalelectionopen kentucky
1198,1197,21,1197_south carolina_carolina_presidential election black_lindsey graham jaime
1199,1198,21,1198_hunting canada_house hunting canada_nova scotia_scotia
1200,1199,21,1199_classical music coronavirus_music coronavirus_new york philharmonic_music coronavirus ncov
1201,1200,21,1200_2021 corrections feb_corrections feb_feb_2021 corrections
1202,1201,21,1201_cook week cook_week cook weekend_cook weekend cook_weekend cook
1203,1202,21,1202_urban areas_cities_census_population urban areas
1204,1203,21,1203_representatives virginia_house representatives virginia_caucuses elections house_midterm elections elections
1205,1204,21,1204_theater experience home_music theater_music_theater
1206,1205,21,1205_barr_government barr_politics government barr_attorneys general
1207,1206,21,1206_million real estate_get million real_get million_residential get million
1208,1207,21,1207_depression europe_recession depression europe_recession depression_economic conditions trends
1209,1208,21,1208_opera salzburg festival_salzburg festival classical_salzburg festival opera_surge salzburg festival
1210,1209,21,1209_africa_african countries_developing countries africa_countries africa
1211,1210,21,1210_television dating_reality television dating_bachelor_television dating relationships
1212,1211,21,1211_tesla_stocks bonds tesla_bonds tesla_tesla stock
1213,1212,21,1212_whistle blower identity_whistleblowers classified_whistleblowers classified information_politics government whistleblowers
1214,1213,21,1213_oil spills_offshore drilling_county calif oil_calif oil spill
1215,1214,21,1214_cloud computing_cloud computing united_contract cloud computing_defense contracts united
1216,1215,21,1215_billie eilish_billie_new songs pop_music billie eilish
1217,1216,21,1216_communications mergers acquisitions_wireless communications mergers_mobile sprint_divestitures wireless communications
1218,1217,21,1217_stop frisk_racial profiling_racial profiling search_election racial profiling
1219,1218,21,1218_merrick garland_government garland_politics government garland_attorneys general appointments
1220,1219,21,1219_presidential election storming_election storming_election storming us_storming us capitol
1221,1220,21,1220_workplace_violations mcdonald_mediation workplace hazards_harassment workplace hazards
1222,1221,21,1221_illinois governor_election internalelectionopen illinois_illinois presidential_secretary state illinois
1223,1222,21,1222_tracing public health_public health coronavirus_coronavirus ncov contact_health coronavirus ncov
1224,1223,21,1223_artificial intelligence_artificial intelligence language_intelligence language languages_internet artificial intelligence
1225,1224,21,1224_derricks cranes_building construction_construction deaths_violations building construction
1226,1225,21,1225_shipwrecks historic_shipwrecks_explorers shipwrecks historic_exploration explorers shipwrecks
1227,1226,21,1226_canada reopens_vacations vaccination immunization_coronavirus ncov canada_travel vacations canada
1228,1227,21,1227_telemedicine health insurance_coronavirus ncov telemedicine_telemedicine health_insurance managed care
1229,1228,21,1228_elections hong kong_elections hong_hong kong protests_kong elections
1230,1229,21,1229_rohingya_rohingya ethnic_rohingya ethnic group_ethnic group
1231,1230,21,1230_obituaries news_obituaries news news_deaths obituaries news_deaths obituaries radio
1232,1231,21,1231_skywalker_star wars rise_rise skywalker_wars rise skywalker
1233,1232,21,1232_ted_television ted lasso_television ted_lasso recap season
1234,1233,21,1233_watergate_watergate affair_watergate affair united_literature watergate affair
1235,1234,21,1234_east north africa_middle east north_north africa unrest_africa unrest
1236,1235,21,1235_ncov frauds swindling_ncov frauds_coronavirus ncov frauds_frauds swindling
1237,1236,20,1236_get million california_million california real_million california_get million
1238,1237,20,1237_net worth individuals_high net worth_billionaire_individuals content type
1239,1238,20,1238_saigon_vietnam war_viet thanh nguyen_literature vietnam
1240,1239,20,1239_indonesia_indonesian president_indonesian_indonesia politics
1241,1240,20,1240_peloton_bicycles bicycling_bicycling_bicycles
1242,1241,20,1241_politics government proud_capitol jan rightwing_jan rightwing extremism_rightwing extremism altright
1243,1242,20,1242_volkswagen_automobiles fuel_emissions_diesel
1244,1243,20,1243_trucks trucking_trucks trucking shortages_trucking shortages_shortages
1245,1244,20,1244_apparel black people_fashion apparel black_fashion apparel race_apparel race
1246,1245,20,1245_oxford charter township_township mich shooting_oxford charter_charter township mich
1247,1246,20,1246_vetoes_vetoes us_vetoes us united_trump veto
1248,1247,20,1247_sailing_sailboats_sailboats sailing_sailing americas
1249,1248,20,1248_sold around 450_around 450 000_450 000 real_homes sold
1250,1249,20,1249_territorial disputes_territorial disputes india_disputes china india_india china border
1251,1250,20,1250_kidnap michigan governor_kidnapping hostages rightwing_gretchen whitmer_plot kidnap michigan
1252,1251,20,1251_haiti earthquake_haiti earthquake august_earthquakes haiti_haiti quake
1253,1252,20,1252_golf bryson_golf bryson dechambeau_golf brooks koepka_open golf bryson
1254,1253,20,1253_briefing hong kong_briefing india china_border beijing outbreak_border beijing
1255,1254,20,1254_rwanda_hotel rwanda_genocide crimes humanity_rwanda dissident
1256,1255,20,1255_theaters_theaters buildings_movies coronavirus_movies coronavirus reopenings
1257,1256,20,1256_sinema_kyrsten_kyrsten sinema_sinema united states
1258,1257,20,1257_oscars movies_oscars_golden globes_awards oscars movies
1259,1258,20,1258_biden tests positive_positive coronavirus coronavirus_tests positive coronavirus_positive coronavirus
1260,1259,20,1259_algerian_algerian war_algeria_algerian war colonization
1261,1260,20,1260_soccer corruption_soccer corruption institutional_soccer whistleblowers_soccer hacker
1262,1261,20,1261_wisconsin_voter registration requirements_voter registration_requirements presidential election
1263,1262,20,1262_art forgery_art frauds swindling_art frauds_art forgery frauds
1264,1263,20,1263_pence_mike pence_presidency us pence_pence peerless
1265,1264,20,1264_oscars red carpet_oscars fashion apparel_awards oscars fashion_oscars fashion
1266,1265,20,1265_transgender transsexuals_transgender sports_athletics transgender transsexuals_governor vetoes transgender
1267,1266,20,1266_eric trump_attorneys general frauds_trump testify_swindling united states
1268,1267,20,1267_hockey_hockey ice coronavirus_playoff games coronavirus_coronavirus reopenings hockey
1269,1268,20,1268_agriculture_farming crop controls_farming united states_crop controls subsidies
1270,1269,20,1269_weekend reads 11_11 best weekend_best weekend reads_weekend reads
1271,1270,20,1270_weekend children_kids weekend children_kids weekend_things kids weekend
1272,1271,20,1271_kpop_bts_spotify_kpop defense military
1273,1272,20,1272_moderna vaccine_17 coronavirus ncov_moderna vaccine children_vaccination immunization heart
1274,1273,20,1273_snow snowstorms weather_snow snow snowstorms_new york gets_new york snow
1275,1274,20,1274_russia russian invasion_invasion ukraine corporate_ukraine corporate social_russia
1276,1275,20,1275_putin_term limits political_limits political_office putin
1277,1276,20,1276_equal pay_soccer wages_soccer discrimination women_wages salaries discrimination
1278,1277,20,1277_impeachment inquiry united_impeachment inquiry_whistleblower complaint impeachment_complaint impeachment
1279,1278,19,1278_corporate taxes_taxes_tariff_digital tax
1280,1279,19,1279_kosovo_bosnia_crimes genocide crimes_war crimes genocide
1281,1280,19,1280_activision_organized labor computer_video games sexual_violations computer
1282,1281,19,1281_trafficking sex crimes_trafficking sex_human trafficking sex_prostitution human trafficking
1283,1282,19,1282_egypt_political prisoners_human rights violations_rights human rights
1284,1283,19,1283_metoo_metoo movement_sex crimes alibaba_china metoo
1285,1284,19,1284_koalas_kangaroos_koala_tasmanian devils
1286,1285,19,1285_horse racing_jockeys drivers_horsemanship equestrian events_racing horse
1287,1286,19,1286_frozen_movies frozen_box office movies_ice baby movies
1288,1287,19,1287_summit americas biden_americas summit_americas biden_americas summit americas
1289,1288,19,1288_smoking tobacco_teenagers adolescence smoking_adolescence smoking tobacco_adolescence smoking
1290,1289,19,1289_school shootings_shootings armed attacks_school shootings armed_shootings armed
1291,1290,19,1290_internalessential florida_outbreaks rural_ncov epidemics florida_outbreaks rural areas
1292,1291,19,1291_colombia_de colombia_colombia first_federico gutiérrez
1293,1292,19,1292_pelosi_nancy pelosi_whistleblower complaint impeachment_inquiry pelosi
1294,1293,19,1293_san francisco_francisco real estate_san francisco real_calif real estate
1295,1294,19,1294_music songs listen_rock music songs_right music songs_five songs
1296,1295,19,1295_bieber_justin bieber_music rap hiphop_new songs
1297,1296,19,1296_2020 going picture_2020 going_going picture nov_2020
1298,1297,19,1297_pensions retirement_corporate social_corporate social responsibility_investing
1299,1298,19,1298_bases installations names_military bases installations_confederate_civil war us
1300,1299,19,1299_puns anagrams_variety puns anagrams_puns anagrams variety_anagrams variety puns
1301,1300,19,1300_figure skating_figure skating olympic_skating olympic_skating olympic games
1302,1301,19,1301_literature summer_books literature summer_literature summer season_beach books
1303,1302,19,1302_million homes california_homes california_million homes_california real estate
1304,1303,19,1303_haitians_thousands haitians_haitian migrants_haitianamericans
1305,1304,19,1304_000 real estate_residential get_housing residential get_residential get 550
1306,1305,19,1305_ashleigh barty_tennis ashleigh_tennis ashleigh barty_australian open tennis
1307,1306,19,1306_visual books_books literature photography_literature photography_noteworthy visual books
1308,1307,19,1307_briefing international relations_international relations elections_relations elections war_depression russian invasion
1309,1308,19,1308_flags emblems insignia_flag flags emblems_state flag flags_confederate emblem
1310,1309,19,1309_house representatives ohio_representatives ohio_congressional district primary_results midterm elections
1311,1310,19,1310_border patrol_immigration police_illegal immigration police_immigration
1312,1311,19,1311_budgeting politics government_budgeting politics_budgets budgeting politics_politics government taxation
1313,1312,19,1312_movies science fiction_movies science_fiction movies stream_science fiction movies
1314,1313,19,1313_inaugurations_politics government inaugurations_inaugurations united_inaugurations united states
1315,1314,19,1314_eclipses moon_lunar eclipse_astronomy eclipses moon_eclipse sunrise eclipses
1316,1315,19,1315_black friday cyber_monday shopping_cyber monday shopping_cyber monday
1317,1316,19,1316_week narrated articles_week narrated_narrated articles tale_narrated articles spy
1318,1317,18,1317_nuclear energy_nuclear power_energy nuclear wastes_warming nuclear energy
1319,1318,18,1318_libel slander_libel_civil libel_defamation
1320,1319,18,1319_reading contest week_reading contest_summer reading contest_attention times week
1321,1320,18,1320_peatlands_forests forestry_gas emissions forests_emissions forests forestry
1322,1321,18,1321_summer camps_camping coronavirus ncov_camps camping coronavirus_camping coronavirus
1323,1322,18,1322_disney_bob iger_media disney_disney bob
1324,1323,18,1323_tournament russian invasion_tennis tournament russian_wimbledon tennis tournament_tennis wimbledon tennis
1325,1324,18,1324_2021 going picture_2021 going_2021_picture nov 2021
1326,1325,18,1325_deaths obituaries opera_opera deaths obituaries_opera deaths_obituaries opera classical
1327,1326,18,1326_beauty contests_miss america_discrimination beauty_pageants
1328,1327,18,1327_arizona covid case_county arizona covid_arizona covid_arizona
1329,1328,18,1328_coronavirus ncov floods_global warming hurricanes_warming hurricanes tropical_warming hurricanes
1330,1329,18,1329_2022 going picture_2022 going_2022_picture may 2022
1331,1330,18,1330_massachusetts election results_massachusetts election_election internalelectionopen massachusetts_caucuses massachusetts
1332,1331,18,1331_deval_deval patrick_caucuses deval patrick_caucuses deval
1333,1332,18,1332_prince philip_families prince philip_royal families_royal families prince
1334,1333,18,1333_human rights_favorite dictator_human rights council_human rights human
1335,1334,18,1334_arts_culture arts_culture arts coronavirus_arts coronavirus ncov
1336,1335,18,1335_photography_life culture photography_culture photography_vacations photography
1337,1336,18,1336_misconduct shootings black_ground kenosha_shootings black_brutality misconduct shootings
1338,1337,18,1337_homicides coronavirus ncov_murders homicides coronavirus_homicides coronavirus_crime criminals murders
1339,1338,18,1338_wordle_wordle puzzle_spelling bee fanatic_diary spelling bee
1340,1339,18,1339_international movies stream_international movies_five international movies_movies five international
1341,1340,18,1340_solitary confinement_solitary confinement prisons_confinement prisons_confinement prisons prisoners
1342,1341,18,1341_briefing impeachment_briefing impeachment coronavirus_impeachment coronavirus_weekend briefing impeachment
1343,1342,18,1342_fishing sport coronavirus_sharks_coronavirus ncov seafood_sport coronavirus
1344,1343,18,1343_books literature book_publishing race ethnicity_trade publishing race_publishing race
1345,1344,18,1344_saudi aramco_saudi_public offerings stocks_gasoline initial public
1346,1345,18,1345_representatives colorado_house representatives colorado_caucuses elections house_congressional district primary
1347,1346,18,1346_city novels_york city novels_novels books literature_literature four decades
1348,1347,18,1347_made puzzle_made puzzle crossword_puzzles made puzzle_crossword puzzles made
1349,1348,18,1348_residential pets_housing residential pets_residential dogs_housing residential dogs
1350,1349,18,1349_pensacola_pensacola shooting_station pensacola_air station pensacola
1351,1350,18,1350_million homes california_california real estate_california_real estate housing
1352,1351,18,1351_norway_murders homicides terrorism_homicides terrorism_norway mosque
1353,1352,18,1352_cubicle_ergonomics_desks_level office amenities
1354,1353,18,1353_virus virus_virus attacks virus_two virus stories_marathon surging virus
1355,1354,18,1354_divorce separations_divorce separations annulments_gates divorce_bill melinda gates
1356,1355,18,1355_libel_libel slander_libel slander news_libel trial
1357,1356,18,1356_storming us capitol_kevin mccarthy four_mccarthy four months_government mccarthy
1358,1357,18,1357_coronavirus ncov podcasts_podcasts newsletters coronavirus_newsletters coronavirus_newsletters coronavirus ncov
1359,1358,18,1358_presidency us television_movies presidents_presidents presidency_profile reagans
1360,1359,18,1359_military coronavirus_forces quarantines coronavirus_military forces quarantines_forces quarantines
1361,1360,18,1360_gratitude_thanksgiving day gratitude_thankful six words_day gratitude
1362,1361,18,1361_grandparents_grandparents families family_grandparents families_aging parents
1363,1362,18,1362_cyberattacks hackers_cyberattacks_hackers social media_cyberattacks hackers social
1364,1363,18,1363_cory booker_election cory_election cory booker_presidential election cory
1365,1364,18,1364_eurozone_conditions trends inflation_european central bank_trends inflation economics
1366,1365,18,1365_election fraud state_fraud state legislatures_fraud election fraud_voter fraud election
1367,1366,18,1366_ethnicity swimming_race ethnicity swimming_drownings children childhood_drownings children
1368,1367,18,1367_volunteers community service_service volunteers community_national service volunteers_peace corps
1369,1368,18,1368_invasion ukraine nuclear_ukraine nuclear weapons_ukraine nuclear_weapons putin
1370,1369,18,1369_election internalelectionopen delaware_caucuses delaware_delaware election results_delaware election
1371,1370,18,1370_rogan_joe rogan_spotify joe rogan_podcasts rumors misinformation
1372,1371,18,1371_stations terminals passenger_stations terminals_penn station_terminals passenger architecture
1373,1372,18,1372_poetry poets_poetry poets writing_poets writing writers_poets writing
1374,1373,18,1373_election internalelectionopen connecticut_connecticut election results_connecticut election_primaries caucuses connecticut
1375,1374,18,1374_floyd death_medical examiner_george floyd died_floyd died
1376,1375,18,1375_womens pga championship_womens pga_pga championship golf_michelle wie west
1377,1376,18,1376_rhode_election internalelectionopen rhode_rhode island election_island election results
1378,1377,18,1377_yellowstone_national parks monuments_parks monuments seashores_national parks
1379,1378,18,1378_taiwan_china meddling_taiwan sees_taiwan election
1380,1379,18,1379_suburbs_midtown_suburbs renting_suburbs renting leasing
1381,1380,18,1380_executive orders_executive orders memorandums_government executive orders_politics government executive
1382,1381,18,1381_nuns_coronavirus ncov nuns_nuns nursing_nuns nursing homes
1383,1382,18,1382_new york bail_bail reform_bail law legislation_bail politics government
1384,1383,18,1383_smell olfaction coronavirus_olfaction coronavirus ncov_olfaction coronavirus_taste smell olfaction
1385,1384,18,1384_television watchmen_watchmen season_television watchmen season_watchmen season episode
1386,1385,17,1385_coronavirus could get_coronavirus ncov epidemics_epidemics shutdowns_epidemics shutdowns institutional
1387,1386,17,1386_primaries caucuses coronavirus_caucuses coronavirus_pandemic presidential_pandemic presidential election
1388,1387,17,1387_literature translation_books literature translation_translation books literature_writing writers translation
1389,1388,17,1388_veggie burgers_veganism_cookbooks hamburgers_hamburgers restaurants veganism
1390,1389,17,1389_asylum right human_refugees displaced persons_human rights_detained australia
1391,1390,17,1390_election rumors_presidential election rumors_election rumors misinformation_news media polls
1392,1391,17,1391_million homes california_homes california real_residential million homes_housing residential million
1393,1392,17,1392_hurricane maria_puerto rico_puerto rico hurricane_hurricane maria united
1394,1393,17,1393_statins_blood pressure_statins cholesterollowering drugs_aspirin heart
1395,1394,17,1394_american jobs plan_politics government american_families plan democrats_government american jobs
1396,1395,17,1395_inequality women_women girls wages_women unpaid_close gender pay
1397,1396,17,1396_mexican food cuisine_food cuisine tacos_restaurants mexican_restaurants mexican food
1398,1397,17,1397_executive privilege_executive privilege doctrine_privilege doctrine_jan executive privilege
1399,1398,17,1398_cyberharassment_media cyberharassment computers_cyberharassment computers internet_cyberharassment computers
1400,1399,17,1399_ukraine cyberwarfare defense_ukraine cyberwarfare_invasion ukraine cyberwarfare_cyberwarfare
1401,1400,17,1400_church george floyd_george floyd protests_floyd protests_protests
1402,1401,17,1401_obituaries computers internet_deaths obituaries computers_obituaries computers_inventor
1403,1402,17,1402_airplanes mergers_airplanes mergers acquisitions_airlines airplanes mergers_spirit airlines
1404,1403,17,1403_veterans_memorial day_tuskegee_tuskegee airman
1405,1404,17,1404_true crime obsession_crime serial_crime podcasts_true crime podcasts
1406,1405,17,1405_deb haaland_interior secretary_first native american_haaland interior secretary
1407,1406,17,1406_simon schuster_trade publishing_book trade publishing_book trade
1408,1407,17,1407_brain_brain computers internet_brain computers_psychologists brain
1409,1408,17,1408_zimbabwe_mugabe_robert mugabe_times freedom press
1410,1409,17,1409_migrant labor agriculture_migrant farmworkers_agriculture farming coronavirus_immunization migrant labor
1411,1410,17,1410_quarantines dallas salon_quarantines dallas_dallas salon_texas coronavirus
1412,1411,17,1411_chronic condition health_pain virtual reality_ease chronic_reality help ease
1413,1412,17,1412_elections mayors_voting elections mayors_voting elections_mayors rankedchoice voting
1414,1413,17,1413_plastic surgery_botox_botox drug skin_plastic surgery face
1415,1414,17,1414_millennial generation_social conditions trends_generation baby boomers_boomers social conditions
1416,1415,17,1415_confidential status_sources confidential_news sources confidential_sources confidential status
1417,1416,17,1416_art native americans_indigenous_indigenous people_inuit art
1418,1417,17,1417_classical music coronavirus_music coronavirus_music coronavirus ncov_classical music
1419,1418,17,1418_immigration_immigration immigration_illegal immigration_us immigration
1420,1419,17,1419_art gallery_art gallery shows_gallery_art art gallery
1421,1420,17,1420_housing boss_homeless persons nonprofit_persons nonprofit organizations_nepotism
1422,1421,17,1421_automobiles coronavirus_ncov taxicabs taxicab_coronavirus ncov taxicabs_automobiles coronavirus ncov
1423,1422,17,1422_agency united states_news media_politics government news_government news
1424,1423,17,1423_sex cult_religious cults_cults_nxivm sex cult
1425,1424,17,1424_three great documentaries_great documentaries_documentaries documentary films_great documentaries documentary
1426,1425,17,1425_art robberies thefts_art robberies_robberies thefts museums_thefts museums
1427,1426,17,1426_representatives south carolina_house representatives south_results midterm elections_midterm elections elections
1428,1427,17,1427_residential popular_housing residential popular_residential popular listings_residential popular properties
1429,1428,17,1428_initial public offerings_public offerings_initial public_public offerings stocks
1430,1429,17,1429_soccer discrimination_racist abuse_soccer fans_soccer fans persons
1431,1430,17,1430_fox news_government fox news_politics government fox_media television ratings
1432,1431,17,1431_breastfeed_breastfeeding children_breastfeeding infant_breastfeeding infant formulas
1433,1432,17,1432_ncov homeless persons_coronavirus ncov homeless_homeless persons coronavirus_persons coronavirus ncov
1434,1433,17,1433_extremists_extremism altright_rightwing extremism altright_altright
1435,1434,17,1434_sculpture_sculptor_art sculpture_sculptor monumental
1436,1435,17,1435_basketball college coronavirus_college coronavirus ncov_college coronavirus_ncaa basketball championships
1437,1436,17,1436_environmental racism_aim environmental racism_racism without mentioning_discrimination air
1438,1437,17,1437_vaping_respiratory diseases_ecigarettes respiratory diseases_nicotine
1439,1438,17,1438_immune deficiency syndrome_deficiency syndrome_acquired immune_acquired immune deficiency
1440,1439,17,1439_buildings sites_historic buildings sites_historic buildings_residential historic buildings
1441,1440,17,1440_ukraine aid_impeachment foreign aid_impeachment foreign_ukraine aid freeze
1442,1441,17,1441_nissan_automobiles nissan_automobiles executive_automobiles executive compensation
1443,1442,17,1442_big banks_reports banking financial_banking financial institutions_institutions company reports
1444,1443,17,1443_statehood_statehood movement washington_statehood movement_statehood bill
1445,1444,17,1444_pulitzer_pulitzer prizes_pulitzer prizes newspapers_pulitzer prize
1446,1445,17,1445_joker_joaquin phoenix_movies joker_joker movies
1447,1446,17,1446_theater puppets_puppets theater_opera puppets_puppets deaths obituaries
1448,1447,17,1447_pence_presidents vice presidency_election vice presidents_presidential election vice
1449,1448,17,1448_election absentee voting_early voting presidential_ballots_voting new york
1450,1449,17,1449_sports betting_gambling athletics_gambling athletics sports_fantasy sports
1451,1450,17,1450_shutdown united states_legislation shutdowns_government shutdown_government shutdown united
1452,1451,17,1451_death dying_philosophy death dying_philosophy death_belief death dying
1453,1452,17,1452_australian open watch_2021 australian open_tennis australian open_tennis 2021 australian
1454,1453,16,1453_richard lhd ship_bonhomme richard lhd_uss bonhomme_uss bonhomme richard
1455,1454,16,1454_beans_cookbooks beans_cooking cookbooks beans_beans cooking
1456,1455,16,1455_literature nobel_literature nobel prizes_nobel prize_prize literature nobel
1457,1456,16,1456_julián castro_politics government julián_government julián castro_hispanicamericans julián
1458,1457,16,1457_shield police_supreme court_arizona supreme court_miranda arizona supreme
1459,1458,16,1458_replay versus_chess replay_chess replay versus_chess chess replay
1460,1459,16,1459_vacations coronavirus_travel vacations coronavirus_vacations coronavirus ncov_coronavirus reopenings thailand
1461,1460,16,1460_tenn explosion_nashville tenn explosion_explosion bombs explosives_nashville bombing
1462,1461,16,1461_payroll_tax cut_payroll taxes_payroll tax cut
1463,1462,16,1462_arms reduction treaty_limitation disarmament_nuclear arms_arms treaty
1464,1463,16,1463_fast food industry_franchises convenience stores_franchise workers_working hours
1465,1464,16,1464_obituaries civil rights_civil rights leader_jordan civil rights_vernon jordan civil
1466,1465,16,1465_electric hybrid_electric hybrid vehicles_hybrid vehicles_automobiles electric
1467,1466,16,1466_movies irishman_irishman movies_netflix_movies martin scorsese
1468,1467,16,1467_environmental rules_clean water act_wetlands_clean water protections
1469,1468,16,1468_tableware_table tableware_dinner table_knives dishes
1470,1469,16,1469_dams_levees dams_levees dams water_hydroelectric power levees
1471,1470,16,1470_roth_philip roth_philip roth biography_roth biography
1472,1471,16,1471_antifa_antifa movement_antifa movement us_killing antifa
1473,1472,16,1472_top gun_top gun maverick_movies top gun_movies top
1474,1473,16,1473_fraud rumors misinformation_election fraud rumors_jan presidential election_fraud election fraud
1475,1474,16,1474_season vegetables_vegetables cooking_vegetables cooking cookbooks_cookbooks vegetables carrots
1476,1475,16,1475_dylan_bob dylan_music bob_music bob dylan
1477,1476,16,1476_mark zuckerberg_zuckerberg_message mark zuckerberg_currency mark zuckerberg
1478,1477,16,1477_false arrests convictions_arrests convictions imprisonments_prosecutorial misconduct_prosecutorial
1479,1478,16,1478_hurricane dorian_hurricane dorian united_trump hurricane dorian_environment hurricane dorian
1480,1479,16,1479_governors georgia_secretary state georgia_state georgia_georgia lieutenant governor
1481,1480,16,1480_nevada covid case_nevada covid_county nevada covid_nevada
1482,1481,16,1481_books literature quarantine_literature quarantine life_literature quarantine_short story quarantine
1483,1482,16,1482_club film club_film club film_film club grieving_film club think
1484,1483,16,1483_moving_moving moving industry_moving industry_trends labor jobs
1485,1484,16,1484_elijah cummings united_politics government elijah_government elijah cummings_government elijah
1486,1485,16,1485_farming demonstrations protests_india farmers_agriculture farming_angry farmers
1487,1486,16,1486_geology_geology research_tectonic plates_journey earth tectonic
1488,1487,16,1487_stimulus payments_stimulus payment_economic american rescue_stimulus economic american
1489,1488,16,1488_malls_shopping centers_malls shopping_centers malls shopping
1490,1489,16,1489_national convention_national convention presidential_convention presidential election_convention presidential
1491,1490,16,1490_pope_pope francis_ncov pope francis_coronavirus ncov pope
1492,1491,16,1491_cookbooks oysters_oysters seafood_oysters new york_oysters eastern seaboard
1493,1492,16,1492_maradona_diego maradona_deaths obituaries soccer_maradona soccer
1494,1493,16,1493_climate tax_politics government manchin_joe manchin_alternative renewable
1495,1494,16,1494_briefing friday evening_evening briefing friday_friday evening briefing_briefing friday
1496,1495,16,1495_commencement_commencement speeches_commencement speeches colleges_speeches colleges universities
